-58.4962295, -34.546371,3147, Mejico, Villa Martelli, Vicente López, Partido de Vicente López, Bs. As., 1603, Argentina
-58.54344, -34.5352185,3202, Cerrito, Villa Adelina, Vicente López, Partido de Vicente López, Bs. As., B1652DWY, Argentina
