-58.382857,-34.595936, 100,1072,Cerrito,place,house,place
-58.4962295, -34.546371, 101,3147,Mejico,place,house,place
-58.54344, -34.5352185, 102,3202,Cerrito,place,house,place
-58.6440954999993, -34.4856159999997, 999,0,Basualdo,highway,residential,road
